Sentence,Sentiment,words per sentence,label,cleaned_sentences
Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,positive,23,1,brazilian mobile player telemig celular yesterday announce select finnish software developer tecnomen oyj expand prepaid billing system .
"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.",neutral,30,0,sale allow campofrio focus recently announce takeover groupe smithfield holdings european unit smithfield foods inc. sfd u.s.
The credit covers approximately 70 % of the ship 's price .,neutral,12,0,credit cover approximately 70 % ship price .
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",positive,21,1,profit period total eur 39.4 mn eur 33.9 mn corresponding period 2006 .
We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',positive,15,1,hope increase traffic volume opening freight scandinavia .
$CRK time to accumulate for a long position with far more upside than downside,positive,14,1,$ crk time accumulate long position far upside downside
"` Sanoma is a buyer not a target , ' he said .",neutral,13,0,` sanoma buyer not target say .
This wood lacquered clock comes with a stripy hand-crocheted cover .,neutral,11,0,wood lacquer clock come stripy hand crochet cover .
The reduction notice applied to 17 people .,negative,8,-1,reduction notice apply 17 people .
Operating profit improved by 16.7 % to EUR 7.7 mn .,positive,11,1,operate profit improve 16.7 % eur 7.7 mn .
"$INTU is in the process of streamlining its structure, especially through divestment of non-core businesses   https://t.co/dR5baNun2u",positive,16,1,$ intu process streamline structure especially divestment non core business
com and possibly also through photo-msn .,neutral,7,0,com possibly photo msn .
"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",positive,22,1,q1 2010 bank + àland net interest income increase eur 9.1 mn eur 9.7 mn .
"It is being developed by Symbian , the software licensing consortium led by Nokia .",neutral,15,0,develop symbian software licensing consortium lead nokia .
"As a result , the number of personnel in Finland will be reduced by 158 .",neutral,16,0,result number personnel finland reduce 158 .
"`` Adjustment to the fall in price level , in contrast , has been less effective .",negative,17,-1,` ` adjustment fall price level contrast effective .
"ADP News - Jan 13 , 2009 - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX : VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations .",neutral,34,0,adp news jan 13 2009 finnish industrial environmental measurement equipment maker vaisala oyj omx vaias say yesterday develop operational reference radiosonde climate change observation .
TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,positive,19,1,teliasonera secure delivery 4 g modem support 3 g 2 g second quarter 2010 .
The previous offer was 3.4 % of voting rights and 12.3 % of capital .,neutral,15,0,previous offer 3.4 % voting right 12.3 % capital .
EA Launches Origin Online Game Distribution for Mac http://stks.co/aKTU via MacRumors $EA,positive,12,1,ea launches origin online game distribution mac macrumors $ ea
Acquisitions have been made and businesses have been well integrated .,positive,11,1,acquisition business integrate .
Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,negative,16,-1,expense ratio 102.6 % compare 92.9 % corresponding period 2005 .
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",neutral,25,0,yara suomi ltd provide nitrogen chemical technical nitrate sector industry product environmental protection .
"ALEXANDRIA , Va. , March 20 -- Patrik Flykt and Timo Alakoski , both of Helsinki , Finland , and Tapio Suihko and Nadarajah Asokan , both of Espoo , Finland , have developed a method of mobility support of Internet-type protocol traffic in a communication system .",neutral,48,0,alexandria va. march 20 patrik flykt timo alakoski helsinki finland tapio suihko nadarajah asokan espoo finland develop method mobility support internet type protocol traffic communication system .
"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .",positive,29,1,prove good cellphone design truly work art website nokia 6131 provide colorful canvas expression mobile inspire sentiment .
Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,positive,23,1,equity index work positive engulfing march . $ sml $ rut $ iwc $ smh $ sox small cap semis fakeout b .
Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,positive,31,1,finnish metal component supplier componenta oyj say net profit go 3.5 mln euro $ 4.5 mln 2006 2.2 mln euro $ 2.8 mln 2005 .
The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,neutral,50,0,seawind en route finnish port turku stockholm get stick ice 4 p.m. wednesday regal star journey swedish port kapellskar paldiski northwestern estonia cut short 2 a.m. thursday .
"AGJ recorded EUR 43 mln sales in 2006 , most of which was generated by exports to customers in Western Europe , the statement said .",neutral,26,0,agj record eur 43 mln sale 2006 generate export customer western europe statement say .
Alma Media expects its net sales to increase as forecast previously .,positive,12,1,alma media expect net sale increase forecast previously .
Poyry is recognized as one of the world 's leading advisors to the global forestry industry .,positive,17,1,poyry recognize world lead advisor global forestry industry .
"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been awarded an order for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .",positive,36,1,finnish cargotec kalmar business area provide container handling solution award order e rubber tyre gantry rtg crane saigon newport company snp vietnam .
$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,positive,9,1,$ goog breakout likely medium target dollar_700 +
"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",neutral,50,0,26 october 2010 finnish environmental management company lassila tikanoja oyj hel lat1v l&t say today net profit decline eur20 .9 m month 2010 eur27 .6 m period year early .
"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn .",neutral,35,0,baltic state company report net sale eur 11.9 mn eur 14.2 mn operative ebit eur -2.2 mn eur -1.7 mn .
The company said that the fall in turnover had been planned .,neutral,12,0,company say fall turnover plan .
"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .",neutral,22,0,36 % come aspo chemicals 39 % aspo shipping 25 % aspo systems .
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,positive,21,1,earning share high 0.48 0.37 year ahead market consensus 0.40 eur .
"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71 .",neutral,42,0,luna take fifth place 207 shot spain beatriz recari germany martina eberl welsh player becky brewerton highest place british finisher sharing seventh place 210 shoot 71 .
"The decision of the French Court relates to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said .",neutral,22,0,decision french court relate claim raise aspocomp s.a.s employee company say .
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",neutral,23,0,samsung currently occupy place lose ground quarter drop 1.8 % 11.1 % share overall .
Nokia Siemens Networks has struggled to make a profit in the past two years .,negative,15,-1,nokia siemens networks struggle profit past year .
The insurance division turned a EUR120m profit .,neutral,8,0,insurance division turn eur120 m profit .
Net profit in the period in 2009 was ( EURO ) 29 million .,neutral,14,0,net profit period 2009 euro 29 million .
CapMan made its initial investment in OneMed in June 2006 .,neutral,11,0,capman initial investment onemed june 2006 .
